"area_code","area_name","area_type","date","covid_occupied_mv_beds","hospital_cases","new_admissions","dataset"
"E40000003","London","nhsRegion",2020-10-19,89,594,90,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-20,88,610,89,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-21,90,633,114,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-22,81,606,108,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-23,99,698,125,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-24,98,722,108,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-25,111,762,118,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-26,117,815,155,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-27,119,889,109,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-28,124,933,112,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-29,131,921,140,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-30,134,945,126,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-10-31,132,963,132,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-01,136,1032,134,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-02,142,1067,136,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-03,147,1111,103,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-04,151,1132,123,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-05,154,1102,118,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-06,155,1085,101,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-07,156,1108,109,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-08,167,1114,150,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-09,179,1210,136,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-10,179,1211,147,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-11,181,1223,134,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-12,178,1269,152,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-13,194,1298,136,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-14,202,1357,139,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-15,214,1390,170,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-16,209,1474,154,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-17,218,1520,152,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-18,220,1519,179,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-19,222,1551,173,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-20,233,1576,116,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-21,251,1591,165,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-22,248,1605,145,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-23,252,1675,147,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-24,253,1626,131,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-25,261,1611,200,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-26,251,1643,155,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-27,267,1674,124,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-28,248,1635,107,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-29,260,1663,154,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-11-30,253,1677,146,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-01,259,1701,160,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-02,256,1637,162,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-03,256,1685,156,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-04,249,1659,170,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-05,238,1710,141,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-06,242,1766,179,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-07,244,1822,210,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-08,249,1849,203,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-09,241,1787,248,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-10,256,1934,235,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-11,261,2031,277,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-12,256,2092,246,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-13,256,2212,287,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-14,262,2330,292,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-15,292,2482,332,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-16,291,2543,252,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-17,301,2607,366,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-18,311,2726,357,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-19,322,2909,404,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-20,355,3067,413,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-21,378,3367,505,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-22,400,3559,508,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-23,411,3578,511,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-24,462,3966,492,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-25,455,4019,578,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-26,489,4276,607,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-27,520,4591,629,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-28,556,4957,739,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-29,599,5371,679,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-30,640,5524,681,"PHE_dashboard"
"E40000003","London","nhsRegion",2020-12-31,664,5685,708,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-01,657,5511,796,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-02,713,5861,828,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-03,772,6358,865,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-04,814,6733,830,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-05,866,6816,913,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-06,908,7034,977,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-07,961,7231,820,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-08,1015,7277,813,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-09,1020,7224,832,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-10,1044,7494,734,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-11,1073,7799,795,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-12,1085,7606,875,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-13,1138,7686,804,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-14,1163,7840,763,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-15,1184,7811,670,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-16,1206,7571,758,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-17,1203,7707,652,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-18,1220,7917,704,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-19,1207,7711,742,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-20,1208,7588,660,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-21,1217,7332,598,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-22,1219,7298,580,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-23,1217,7044,520,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-24,1220,7030,544,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-25,1200,7014,478,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-26,1158,6785,472,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-27,1172,6272,485,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-28,1208,6393,473,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-29,1131,6064,423,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-30,1139,5918,370,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-01-31,1065,5654,394,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-01,1090,5881,421,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-02,1075,5723,357,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-03,1067,5462,349,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-04,1032,5212,329,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-05,1026,5066,292,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-06,1016,4787,236,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-07,977,4729,302,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-08,951,4743,287,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-09,934,4574,232,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-10,905,4279,243,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-11,888,4079,217,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-12,859,3882,190,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-13,865,3562,175,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-14,855,3595,196,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-15,834,3603,179,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-16,790,3500,166,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-17,749,3292,150,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-18,706,3059,142,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-19,705,3048,150,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-20,667,2803,110,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-21,667,2734,127,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-22,653,2737,129,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-23,552,2490,103,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-24,604,2503,105,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-25,577,2371,110,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-26,556,2253,72,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-27,540,2102,64,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-02-28,455,1828,97,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-01,511,2018,89,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-02,485,1932,95,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-03,479,1861,67,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-04,458,1821,88,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-05,448,1723,62,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-06,417,1618,49,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-07,393,1562,58,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-08,379,1551,56,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-09,358,1481,67,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-10,339,1400,52,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-11,336,1335,47,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-12,310,1273,39,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-13,308,1190,48,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-14,308,1181,41,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-15,298,1185,40,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-16,287,1138,45,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-17,274,1082,27,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-18,260,1023,33,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-19,237,986,42,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-20,211,941,31,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-21,209,928,28,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-22,198,922,31,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-23,195,876,33,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-24,190,840,27,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-25,169,811,33,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-26,159,799,26,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-27,159,742,29,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-28,153,737,32,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-29,158,733,23,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-30,154,717,29,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-03-31,153,689,30,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-01,147,668,25,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-02,137,652,27,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-03,134,630,25,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-04,130,637,23,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-05,129,636,23,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-06,126,601,22,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-07,121,577,26,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-08,122,569,27,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-09,118,561,21,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-10,115,538,25,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-11,113,520,28,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-12,111,520,26,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-13,110,521,20,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-14,106,513,21,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-15,102,498,14,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-16,105,501,14,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-17,103,476,9,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-18,104,467,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-19,106,460,18,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-20,107,439,15,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-21,96,453,18,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-22,91,423,14,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-23,91,418,22,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-24,93,403,15,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-25,91,375,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-26,85,376,13,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-27,80,368,21,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-28,78,353,14,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-29,73,339,15,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-04-30,71,315,11,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-01,67,299,12,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-02,69,308,11,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-03,70,316,11,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-04,69,292,6,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-05,65,284,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-06,61,283,13,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-07,62,272,15,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-08,58,275,10,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-09,57,274,16,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-10,59,281,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-11,54,281,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-12,56,275,12,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-13,55,266,15,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-14,51,251,12,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-15,48,258,11,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-16,47,261,11,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-17,50,259,19,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-18,47,245,19,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-19,48,241,14,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-20,49,248,24,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-21,53,254,13,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-22,45,233,14,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-23,46,236,13,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-24,47,244,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-25,49,242,16,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-26,50,238,19,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-27,42,234,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-28,45,234,19,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-29,43,235,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-30,41,233,18,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-05-31,42,234,20,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-01,40,236,29,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-02,40,241,19,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-03,41,238,20,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-04,41,247,16,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-05,40,234,16,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-06,41,237,27,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-07,42,252,17,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-08,45,249,20,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-09,47,270,33,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-10,46,266,29,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-11,51,262,28,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-12,50,250,27,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-13,51,261,34,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-14,51,285,33,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-15,51,289,37,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-16,54,277,25,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-17,53,300,31,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-18,55,289,26,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-19,57,286,31,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-20,50,272,32,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-21,56,303,19,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-22,60,300,26,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-23,61,280,29,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-24,67,286,22,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-25,62,286,26,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-26,59,266,35,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-27,53,243,38,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-28,66,302,31,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-29,68,301,51,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-06-30,71,314,51,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-01,74,329,30,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-02,70,323,32,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-03,72,318,42,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-04,73,331,54,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-05,76,364,55,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-06,74,381,52,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-07,74,397,62,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-08,75,411,79,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-09,84,435,68,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-10,87,440,64,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-11,94,467,66,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-12,103,514,96,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-13,101,514,88,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-14,112,540,86,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-15,117,575,83,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-16,117,583,85,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-17,114,590,100,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-18,111,574,101,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-19,128,647,117,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-20,131,662,122,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-21,129,713,126,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-22,141,735,141,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-23,142,794,104,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-24,146,852,134,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-25,149,890,130,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-26,161,957,162,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-27,179,1001,132,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-28,179,1023,106,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-29,172,935,129,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-30,187,1029,126,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-07-31,189,1034,124,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-01,184,1023,123,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-02,204,1157,99,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-03,198,1084,120,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-04,199,1042,113,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-05,201,1027,131,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-06,200,1044,114,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-07,202,1026,102,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-08,200,1046,112,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-09,202,1077,92,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-10,203,1068,99,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-11,201,1041,121,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-12,198,1016,134,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-13,200,1025,118,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-14,198,1008,129,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-15,208,1036,89,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-16,211,1086,126,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-17,211,1074,111,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-18,212,1090,146,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-19,217,1098,140,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-20,213,1112,120,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-21,216,1126,124,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-22,220,1138,134,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-23,216,1199,147,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-24,214,1178,165,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-25,215,1172,139,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-26,212,1189,115,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-27,215,1189,112,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-28,207,1154,116,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-29,207,1150,118,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-30,221,1192,146,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-08-31,223,1255,141,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-01,225,1235,124,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-02,226,1202,122,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-03,222,1154,102,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-04,229,1134,88,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-05,230,1143,100,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-06,237,1177,142,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-07,229,1211,123,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-08,228,1214,133,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-09,224,1190,114,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-10,220,1225,101,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-11,222,1209,109,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-12,224,1214,91,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-13,228,1253,98,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-14,235,1276,90,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-15,234,1214,89,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-16,222,1179,103,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-17,227,1153,76,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-18,228,1124,78,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-19,229,1134,70,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-20,221,1122,97,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-21,210,1077,86,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-22,209,1056,80,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-23,204,1013,88,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-24,195,1000,87,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-25,193,984,81,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-26,191,990,72,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-27,183,999,86,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-28,177,1001,73,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-29,175,983,81,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-09-30,181,948,66,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-10-01,179,927,70,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-10-02,176,894,82,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-10-03,176,906,57,"PHE_dashboard"
"E40000003","London","nhsRegion",2021-10-04,173,934,87,"PHE_dashboard"
